ID,出生到配種成功,配種到成功,配種到分娩,分娩到斷乳,胎次,母耳號,父耳號,品種,出生日期
2|98|30|130672|4,854.0,0.0,-31.0,26.0,5.0,24111,45223.0,YL,2014-07-06
2|98|30|130702|4,612.0,0.0,-53.0,29.0,3.0,671,44223.0,YL,2014-08-25
2|98|30|130742|4,871.0,0.0,-30.0,25.0,5.0,671,44223.0,YL,2014-06-15
2|98|30|130872|4,866.0,0.0,117.0,-122.0,5.0,36561,29453.0,LY,2014-05-19
2|98|30|131032|4,864.0,0.0,-32.0,27.0,5.0,11671,37073.0,YL,2014-06-15
2|98|30|13124|6,227.0,0.0,,,1.0,6997,19030.0,YL,2016-04-06
2|98|30|13133|6,295.0,68.0,,,1.0,723,7663.0,LY,2016-03-17
2|98|30|131382|4,882.0,0.0,-32.0,29.0,5.0,36561,111943.0,LY,2014-07-06
2|98|30|13164|6,298.0,33.0,,,1.0,12554,39181.0,Y,2016-03-17
2|98|30|13166|6,227.0,0.0,,,1.0,12554,39181.0,Y,2016-03-18
2|98|30|131722|4,400.0,0.0,114.0,-124.0,2.0,36561,57283.0,LY,2014-07-27
2|98|30|131772|4,846.0,0.0,-28.0,25.0,5.0,36561,61243.0,LY,2014-07-27
2|98|30|13193|6,237.0,0.0,,,1.0,4730,11945.0,LY,2016-03-17
2|98|30|131952|4,611.0,0.0,-40.0,28.0,3.0,36561,51823.0,YL,2014-06-15
2|98|30|13197|6,227.0,0.0,,,1.0,4730,11945.0,LY,2016-03-17
2|98|30|13206|6,303.0,75.0,,,1.0,39181,5748.0,YL,2016-03-16
2|98|30|132082|4,936.0,33.0,-68.0,30.0,5.0,2191,41353.0,YL,2014-06-15
2|98|30|132192|4,564.0,0.0,118.0,0.0,3.0,2191,15523.0,YL,2014-06-15
2|98|30|13231|6,230.0,0.0,,,1.0,4178,19030.0,Y,2016-03-18
2|98|30|13243|6,261.0,27.0,,,1.0,14438,39181.0,YL,2016-03-17
2|98|30|132432|4,551.0,0.0,-40.0,29.0,3.0,111561,155623.0,LY,2014-09-09
2|98|30|13255|6,239.0,0.0,,,1.0,4454,11945.0,LY,2016-03-18
2|98|30|13282|6,,,,,0.0,8874,4036.0,YL,2016-04-27
2|98|30|133052|4,620.0,121.0,-167.0,30.0,2.0,24111,45823.0,YL,2014-06-15
2|98|30|13313|6,262.0,0.0,,,1.0,7950,4036.0,YL,2016-04-26
2|98|30|133192|4,860.0,0.0,-33.0,28.0,5.0,13351,77403.0,YL,2014-06-15
2|98|30|13322|6,285.0,0.0,,,1.0,9541,11328.0,L,2016-03-18
2|98|30|133272|4,803.0,0.0,118.0,-122.0,4.0,11671,121513.0,YL,2014-07-27
2|98|30|13332|6,226.0,0.0,,,1.0,237,4036.0,YL,2016-04-06
2|98|30|133362|4,868.0,0.0,-33.0,30.0,5.0,37891,46283.0,LY,2014-09-08
2|98|30|133552|4,832.0,0.0,-29.0,28.0,5.0,13351,41743.0,YL,2014-07-27
2|98|30|133572|4,777.0,0.0,-33.0,29.0,4.0,13351,41743.0,YL,2014-09-09
2|98|30|133612|4,904.0,0.0,-38.0,32.0,5.0,13351,46803.0,YL,2014-06-15
2|98|30|133622|4,886.0,0.0,-34.0,30.0,5.0,13351,46803.0,YL,2014-05-19
2|98|30|133722|4,780.0,50.0,-82.0,26.0,3.0,187871,41973.0,LY,2014-07-27
2|98|30|13374|6,247.0,0.0,,,1.0,8410,11215.0,YL,2016-03-17
2|98|30|13377|6,258.0,0.0,,,1.0,8410,11215.0,Y,2016-03-18
2|98|30|133782|4,839.0,0.0,-31.0,27.0,5.0,111561,11283.0,LY,2014-07-27
2|98|30|13381|6,235.0,0.0,,,1.0,4628,1024.0,LY,2016-03-17
2|98|30|133832|4,805.0,0.0,-37.0,29.0,4.0,111561,11283.0,LY,2014-11-06
2|98|30|13384|6,264.0,0.0,,,1.0,4628,1024.0,LY,2016-03-17
2|98|30|133872|4,855.0,16.0,-18.0,0.0,5.0,13351,2373.0,YL,2014-06-15
2|98|30|133892|4,854.0,0.0,-33.0,29.0,5.0,13351,2373.0,YL,2014-07-27
2|98|30|133912|4,962.0,0.0,-37.0,29.0,5.0,24111,22013.0,YL,2014-06-15
2|98|30|134132|4,943.0,0.0,-34.0,30.0,5.0,111561,39573.0,YL,2014-06-15
2|98|30|134142|4,848.0,0.0,-32.0,28.0,5.0,111561,39573.0,LY,2014-07-06
2|98|30|134292|4,931.0,0.0,-33.0,30.0,4.0,2191,25933.0,YL,2014-07-06
2|98|30|13431|6,,,,,0.0,21120,11328.0,LY,2016-03-16
2|98|30|13432|6,228.0,0.0,,,1.0,21120,11328.0,LY,2016-03-17
2|98|30|134522|4,554.0,0.0,134.0,-138.0,3.0,4651,50843.0,YL,2014-06-15
2|98|30|134772|4,789.0,22.0,-57.0,28.0,4.0,88971,62963.0,LY,2014-11-12
2|98|30|13523|6,252.0,0.0,,,1.0,487,12055.0,LY,2016-03-17
2|98|30|13531|6,,,,,0.0,1011,8002.0,LY,2016-04-21
2|98|30|135652|4,847.0,0.0,-29.0,25.0,5.0,4351,27233.0,YL,2014-07-06
2|98|30|135762|4,856.0,0.0,-33.0,29.0,5.0,111561,55263.0,LY,2014-07-27
2|98|30|13581|6,248.0,21.0,,,1.0,1491,16066.0,YL,2016-03-17
2|98|30|135982|4,825.0,0.0,117.0,-120.0,4.0,111561,29013.0,LY,2014-07-06
2|98|30|13623|6,241.0,0.0,,,1.0,9541,11328.0,L,2016-03-18
2|98|30|136242|4,686.0,0.0,-104.0,34.0,3.0,13351,57343.0,YL,2014-08-25
2|98|30|13632|6,,,,,0.0,15562,19030.0,Y,2016-03-17
2|98|30|136342|4,842.0,0.0,-29.0,26.0,5.0,671,42863.0,YL,2014-07-06
2|98|30|13635|6,227.0,0.0,,,1.0,15562,19030.0,Y,2016-03-17
2|98|30|13637|6,263.0,0.0,,,1.0,15562,19030.0,Y,2016-03-18
2|98|30|136412|4,694.0,0.0,117.0,-121.0,4.0,671,42863.0,YL,2014-09-19
2|98|30|136502|4,824.0,0.0,-30.0,26.0,5.0,36561,54523.0,LY,2014-07-27
2|98|30|136562|4,861.0,0.0,-24.0,0.0,5.0,13351,48343.0,YL,2014-07-27
2|98|30|136702|4,744.0,0.0,-29.0,24.0,4.0,187871,41973.0,LY,2014-07-06
2|98|30|136802|4,397.0,136.0,116.0,,1.0,36561,31303.0,LY,2014-08-25
2|98|30|137022|4,724.0,0.0,119.0,28.0,4.0,36561,58143.0,LY,2014-09-14
2|98|30|13731|6,227.0,0.0,,,1.0,14538,688.0,YL,2016-03-17
2|98|30|13733|6,247.0,0.0,,,1.0,14538,688.0,YL,2016-03-17
2|98|30|137372|4,834.0,0.0,-11.0,0.0,5.0,36561,49073.0,LY,2014-09-28
2|98|30|137382|4,469.0,142.0,,,1.0,37891,49433.0,LY,2014-07-27
2|98|30|137402|4,805.0,0.0,114.0,-132.0,4.0,37891,49433.0,LY,2014-07-27
2|98|30|137412|4,769.0,0.0,-32.0,28.0,4.0,37891,49433.0,LY,2014-10-08
2|98|30|137442|4,835.0,0.0,-28.0,26.0,5.0,36561,54183.0,LY,2014-07-27
2|98|30|137492|4,809.0,0.0,-59.0,35.0,3.0,36561,54183.0,LY,2014-07-27
2|98|30|137502|4,867.0,0.0,-36.0,28.0,5.0,36561,54183.0,LY,2014-07-27
2|98|30|13751|6,244.0,0.0,,,1.0,14634,1125.0,YL,2016-04-26
2|98|30|13752|6,227.0,0.0,,,1.0,14634,1125.0,YL,2016-03-17
2|98|30|13754|6,230.0,0.0,,,1.0,1125,14634.0,YL,2016-03-18
2|98|30|137552|4,854.0,0.0,-33.0,29.0,5.0,24111,15373.0,YL,2014-07-27
2|98|30|137582|4,720.0,0.0,-29.0,25.0,4.0,13351,53223.0,YL,2014-07-27
2|98|30|137592|4,794.0,0.0,119.0,-120.0,4.0,13351,53223.0,YL,2014-07-27
2|98|30|137602|4,423.0,0.0,-38.0,31.0,2.0,13351,53223.0,YL,2014-07-27
2|98|30|137622|4,869.0,0.0,-31.0,28.0,5.0,13351,53223.0,YL,2014-07-27
2|98|30|137632|4,744.0,0.0,117.0,29.0,4.0,37891,28763.0,LY,2014-08-25
2|98|30|137642|4,858.0,0.0,-32.0,28.0,5.0,37891,28763.0,LY,2014-08-25
2|98|30|13765|6,225.0,0.0,,,1.0,7841,39181.0,Y,2016-03-18
2|98|30|137672|4,868.0,0.0,-31.0,27.0,5.0,671,30803.0,YL,2014-07-27
2|98|30|13772|6,252.0,26.0,,,1.0,7841,39181.0,Y,2016-03-17
2|98|30|13774|6,227.0,0.0,,,1.0,1272,688.0,YL,2016-03-17
2|98|30|137752|4,789.0,20.0,116.0,-140.0,4.0,671,17323.0,YL,2014-07-27
2|98|30|137762|4,573.0,0.0,-41.0,29.0,3.0,671,17323.0,YL,2014-07-27
2|98|30|137802|4,447.0,0.0,-46.0,30.0,2.0,24111,38283.0,YL,2014-07-27
2|98|30|137812|4,862.0,0.0,-33.0,29.0,5.0,13351,43873.0,YL,2014-07-27
2|98|30|137822|4,776.0,59.0,116.0,-180.0,4.0,13351,43873.0,YL,2014-08-25
2|98|30|137832|4,869.0,0.0,-33.0,29.0,5.0,13351,43873.0,YL,2014-08-25
2|98|30|13784|6,253.0,20.0,,,1.0,20600,5507.0,YL,2016-04-23
2|98|30|137912|4,789.0,103.0,116.0,-222.0,3.0,13351,37623.0,YL,2014-07-27
2|98|30|13792|6,,,,,0.0,11238,7661.0,L,2016-03-18
2|98|30|13793|6,,,,,0.0,11238,7661.0,L,2016-04-06
2|98|30|13794|6,,,,,0.0,11238,7661.0,L,2016-03-17
2|98|30|137972|4,671.0,110.0,-142.0,27.0,3.0,36561,50703.0,LY,2014-07-27
2|98|30|137982|4,845.0,0.0,-27.0,23.0,5.0,36561,50703.0,LY,2014-07-27
2|98|30|137992|4,760.0,0.0,116.0,-135.0,4.0,36561,50703.0,LY,2014-07-27
2|98|30|138112|4,852.0,0.0,-34.0,30.0,5.0,36561,47023.0,LY,2014-07-27
2|98|30|138122|4,854.0,0.0,-32.0,28.0,5.0,13351,40523.0,YL,2014-07-27
2|98|30|138132|4,848.0,0.0,-29.0,25.0,5.0,13351,40523.0,YL,2014-07-27
2|98|30|138172|4,892.0,0.0,-46.0,27.0,4.0,13351,35763.0,YL,2014-07-27
2|98|30|138232|4,834.0,0.0,-31.0,27.0,4.0,13351,26423.0,YL,2014-07-27
2|98|30|13824|6,233.0,0.0,,,1.0,14633,11211.0,L,2016-04-06
2|98|30|138312|4,861.0,0.0,-33.0,29.0,5.0,4651,29223.0,LY,2014-08-25
2|98|30|138352|4,830.0,124.0,-135.0,9.0,4.0,4651,29233.0,LY,2014-10-09
2|98|30|138582|4,851.0,0.0,-28.0,25.0,5.0,13351,41883.0,YL,2014-08-25
2|98|30|138592|4,862.0,0.0,-33.0,29.0,5.0,4651,73333.0,LY,2014-08-25
2|98|30|138612|4,865.0,20.0,-52.0,28.0,5.0,13351,55543.0,YL,2014-09-11
2|98|30|138622|4,441.0,0.0,-84.0,33.0,2.0,13351,55543.0,YL,2014-10-23
2|98|30|13863|6,226.0,0.0,,,1.0,2671,1125.0,Y,2016-04-06
2|98|30|138632|4,605.0,62.0,-99.0,31.0,2.0,37891,74943.0,LY,2014-08-25
2|98|30|13864|6,232.0,0.0,,,1.0,2671,1125.0,Y,2016-03-18
2|98|30|138662|4,868.0,0.0,-34.0,29.0,5.0,671,59463.0,YL,2014-08-25
2|98|30|138672|4,741.0,0.0,118.0,-122.0,4.0,671,30443.0,YL,2014-09-11
2|98|30|13871|6,243.0,0.0,,,1.0,2671,1125.0,Y,2016-03-18
2|98|30|138712|4,305.0,0.0,119.0,32.0,1.0,671,30443.0,YL,2014-08-25
2|98|30|13875|6,227.0,0.0,,,1.0,5881,5507.0,Y,2016-03-18
2|98|30|138772|4,719.0,0.0,-31.0,27.0,4.0,671,55883.0,YL,2014-07-27
2|98|30|138782|4,910.0,0.0,-32.0,29.0,5.0,671,55883.0,YL,2014-07-27
2|98|30|138802|4,899.0,0.0,-32.0,28.0,5.0,671,55883.0,YL,2014-07-27
2|98|30|138822|4,800.0,0.0,117.0,-122.0,4.0,4651,33663.0,LY,2014-07-27
2|98|30|138832|4,800.0,0.0,117.0,-122.0,4.0,36561,73483.0,LY,2014-07-27
2|98|30|138842|4,749.0,0.0,117.0,-121.0,4.0,36561,50863.0,LY,2014-08-25
2|98|30|138912|4,674.0,0.0,119.0,-123.0,3.0,4651,33663.0,LY,2014-11-13
2|98|30|138922|4,443.0,0.0,-87.0,25.0,2.0,37891,5733.0,LY,2014-08-25
2|98|30|138972|4,910.0,0.0,-51.0,28.0,5.0,37891,5753.0,LY,2014-07-27
2|98|30|138992|4,426.0,0.0,116.0,28.0,2.0,1891,54843.0,LY,2014-07-27
2|98|30|139032|4,888.0,0.0,-30.0,25.0,5.0,1891,54843.0,LY,2014-08-25
2|98|30|139092|4,588.0,0.0,111.0,-112.0,3.0,36561,67043.0,LY,2014-11-07
2|98|30|139112|4,572.0,23.0,115.0,-149.0,3.0,4351,56383.0,YL,2014-07-27
2|98|30|139122|4,636.0,0.0,112.0,0.0,3.0,4351,56283.0,YL,2014-10-06
2|98|30|13921|6,305.0,26.0,,,1.0,822,7623.0,LY,2016-03-21
2|98|30|139272|4,736.0,0.0,118.0,-126.0,4.0,671,29863.0,YL,2014-09-24
2|98|30|13928|6,279.0,24.0,,,1.0,822,7623.0,LY,2016-04-27
2|98|30|139292|4,719.0,0.0,119.0,-121.0,4.0,671,29863.0,YL,2014-09-19
2|98|30|13931|6,281.0,58.0,,,1.0,7060,10985.0,Y,2016-03-21
2|98|30|13933|6,238.0,0.0,,,1.0,7060,10985.0,Y,2016-03-21
2|98|30|139342|4,863.0,22.0,-55.0,28.0,5.0,13351,50283.0,YL,2014-09-10
2|98|30|139352|4,807.0,0.0,-30.0,27.0,4.0,13351,50283.0,LY,2014-10-11
2|98|30|139362|4,627.0,24.0,113.0,-142.0,3.0,13351,50283.0,YL,2014-08-25
2|98|30|139422|4,817.0,0.0,-34.0,30.0,4.0,4651,57183.0,LY,2014-07-27
2|98|30|139462|4,595.0,104.0,114.0,0.0,2.0,36561,41503.0,LY,2014-08-25
2|98|30|139472|4,881.0,0.0,-31.0,28.0,5.0,13351,57883.0,YL,2014-08-25
2|98|30|139492|4,843.0,64.0,-98.0,33.0,4.0,13351,57883.0,YL,2014-07-27
2|98|30|139512|4,709.0,0.0,115.0,27.0,4.0,13351,36773.0,YL,2014-08-25
2|98|30|13963|6,240.0,0.0,,,1.0,1971,11328.0,LY,2016-04-27
2|98|30|139652|4,687.0,0.0,118.0,30.0,4.0,36561,5523.0,LY,2014-10-18
2|98|30|13971|6,231.0,0.0,,,1.0,5420,11328.0,LY,2016-03-21
2|98|30|13972|6,241.0,0.0,,,1.0,5420,11328.0,LY,2016-04-20
2|98|30|139812|4,726.0,0.0,-34.0,29.0,4.0,13351,51223.0,YL,2014-08-25
2|98|30|13992|6,237.0,0.0,,,1.0,14692,10985.0,YL,2016-03-21
2|98|30|139942|4,874.0,0.0,-32.0,28.0,5.0,36561,28983.0,LY,2014-08-25
2|98|30|139962|4,806.0,0.0,-31.0,26.0,4.0,36561,28983.0,LY,2014-08-25
2|98|30|13997|6,294.0,0.0,,,1.0,14692,10985.0,YL,2016-03-21
2|98|30|140022|4,387.0,24.0,,,1.0,4651,56763.0,LY,2014-10-24
2|98|30|140032|4,842.0,0.0,-33.0,29.0,5.0,4651,56763.0,LY,2014-09-12
2|98|30|140042|4,396.0,0.0,-36.0,31.0,2.0,36561,40373.0,LY,2014-08-25
2|98|30|14006|6,261.0,22.0,,,1.0,1552,11328.0,L,2016-03-21
2|98|30|140072|4,772.0,0.0,-32.0,28.0,4.0,4651,42143.0,LY,2014-10-31
2|98|30|14011|6,267.0,0.0,,,1.0,15928,11328.0,LY,2016-04-05
2|98|30|14012|6,241.0,0.0,,,1.0,15928,11328.0,LY,2016-03-21
2|98|30|140142|4,773.0,0.0,116.0,-120.0,4.0,671,57043.0,YL,2014-08-25
2|98|30|14015|6,242.0,0.0,,,1.0,15929,11328.0,LY,2016-03-21
2|98|30|14017|6,224.0,0.0,,,1.0,15928,11328.0,LY,2016-03-21
2|98|30|140172|4,503.0,112.0,-147.0,30.0,2.0,4651,52143.0,LY,2014-11-03
2|98|30|140182|4,830.0,0.0,-33.0,28.0,4.0,4651,52143.0,LY,2014-09-16
2|98|30|140192|4,843.0,0.0,-33.0,27.0,5.0,671,55673.0,YL,2014-08-25
2|98|30|140222|4,717.0,0.0,118.0,-120.0,4.0,4651,32013.0,LY,2014-10-19
2|98|30|140232|4,798.0,0.0,-11.0,0.0,4.0,13351,67743.0,YL,2014-08-25
2|98|30|140252|4,770.0,0.0,-56.0,30.0,4.0,13351,67743.0,YL,2014-09-19
2|98|30|140262|4,828.0,0.0,-36.0,29.0,5.0,13351,67743.0,YL,2014-08-25
2|98|30|14027|6,276.0,25.0,,,1.0,2223,11328.0,LY,2016-03-22
2|98|30|140292|4,653.0,87.0,116.0,-205.0,3.0,4651,32013.0,LY,2014-10-09
2|98|30|140342|4,836.0,0.0,-35.0,31.0,4.0,4651,32013.0,LY,2014-10-21
2|98|30|140352|4,849.0,0.0,-33.0,28.0,5.0,13351,45033.0,YL,2014-08-25
2|98|30|140372|4,709.0,0.0,115.0,-119.0,4.0,13351,45033.0,YL,2014-08-25
2|98|30|140382|4,877.0,26.0,-52.0,25.0,5.0,13351,45033.0,YL,2014-08-25
2|98|30|140392|4,782.0,26.0,-65.0,33.0,4.0,13351,45033.0,YL,2014-08-25
2|98|30|14052|6,257.0,24.0,,,1.0,2223,11328.0,LY,2016-03-22
2|98|30|14053|6,226.0,0.0,,,1.0,29491,16066.0,Y,2016-04-07
2|98|30|140542|4,785.0,0.0,-32.0,29.0,4.0,4351,32743.0,YL,2014-08-25
2|98|30|140552|4,748.0,0.0,117.0,-121.0,4.0,13351,55823.0,YL,2014-09-09
2|98|30|140562|4,833.0,0.0,-33.0,29.0,5.0,13351,55823.0,YL,2014-08-25
2|98|30|140572|4,848.0,0.0,-29.0,25.0,5.0,13351,55823.0,YL,2014-08-25
2|98|30|140582|4,809.0,0.0,-32.0,28.0,4.0,4651,35443.0,LY,2014-08-25
2|98|30|140592|4,763.0,0.0,117.0,-121.0,4.0,4651,35443.0,LY,2014-08-25
2|98|30|140612|4,695.0,0.0,117.0,-124.0,4.0,13351,43683.0,YL,2014-11-03
2|98|30|140632|4,503.0,0.0,116.0,-143.0,2.0,36561,5213.0,LY,2014-08-25
2|98|30|140662|4,746.0,0.0,117.0,-120.0,4.0,36561,5213.0,LY,2014-08-25
2|98|30|14067|6,226.0,0.0,,,1.0,2803,10985.0,Y,2016-04-06
2|98|30|140672|4,615.0,46.0,-87.0,33.0,3.0,36561,5213.0,LY,2014-10-21
2|98|30|140712|4,715.0,0.0,119.0,29.0,4.0,4351,52803.0,YL,2014-08-25
2|98|30|140732|4,535.0,0.0,-30.0,27.0,3.0,4651,42143.0,LY,2014-08-25
2|98|30|14074|6,274.0,40.0,,,1.0,15685,19030.0,YL,2016-03-24
2|98|30|140752|4,409.0,145.0,,,1.0,36561,50863.0,LY,2014-08-25
2|98|30|14082|6,237.0,0.0,,,1.0,1523,19030.0,YL,2016-04-20
2|98|30|14084|6,235.0,0.0,,,1.0,29491,16066.0,Y,2016-04-07
2|98|30|140852|4,,,,,0.0,36561,47803.0,LY,2014-10-22
2|98|30|140872|4,693.0,0.0,116.0,-120.0,4.0,36561,47803.0,LY,2014-10-25
2|98|30|140882|4,262.0,0.0,118.0,26.0,1.0,36561,47803.0,LY,2014-08-25
2|98|30|140902|4,748.0,0.0,117.0,-122.0,4.0,36561,43343.0,LY,2014-08-25
2|98|30|140922|4,753.0,46.0,117.0,-169.0,4.0,36561,43343.0,LY,2014-08-25
2|98|30|140952|4,862.0,0.0,-38.0,30.0,5.0,36561,43343.0,LY,2014-08-25
2|98|30|140962|4,546.0,0.0,115.0,-157.0,2.0,11671,46073.0,YL,2014-09-17
2|98|30|140982|4,856.0,0.0,-30.0,28.0,5.0,11671,46073.0,YL,2014-08-25
2|98|30|141022|4,748.0,0.0,-35.0,30.0,4.0,11671,46073.0,YL,2014-10-09
2|98|30|141122|4,534.0,0.0,115.0,-120.0,3.0,4651,36643.0,LY,2014-09-19
2|98|30|141132|4,841.0,0.0,-36.0,29.0,5.0,4651,36643.0,LY,2014-10-10
2|98|30|14114|6,285.0,0.0,,,1.0,1525,19030.0,LY,2016-03-24
2|98|30|141162|4,884.0,0.0,-32.0,28.0,5.0,36561,46383.0,LY,2014-08-25
2|98|30|141192|4,805.0,0.0,-36.0,31.0,4.0,36561,46383.0,LY,2014-09-21
2|98|30|14125|6,240.0,0.0,,,1.0,609,688.0,YL,2016-04-27
2|98|30|14134|6,258.0,22.0,,,1.0,6099,4036.0,YL,2016-04-20
2|98|30|141372|4,694.0,0.0,108.0,0.0,3.0,13351,18383.0,YL,2014-08-25
2|98|30|14144|6,,,,,0.0,9244,4036.0,YL,2016-04-20
2|98|30|141622|4,721.0,0.0,-37.0,33.0,4.0,37891,39963.0,LY,2014-10-10
2|98|30|141642|4,880.0,0.0,-33.0,29.0,5.0,37891,39963.0,LY,2014-08-25
2|98|30|141662|4,689.0,0.0,-35.0,31.0,4.0,4351,28433.0,YL,2014-10-10
2|98|30|141712|4,877.0,0.0,-35.0,31.0,5.0,4351,38263.0,YL,2014-08-25
2|98|30|141732|4,764.0,0.0,-42.0,28.0,4.0,4351,38263.0,YL,2014-10-22
2|98|30|141862|4,845.0,0.0,-34.0,28.0,5.0,4351,64193.0,YL,2014-08-25
2|98|30|141872|4,884.0,0.0,-30.0,26.0,5.0,4351,64193.0,YL,2014-08-25
2|98|30|141912|4,752.0,50.0,116.0,-167.0,4.0,53661,38073.0,LY,2014-08-25
2|98|30|14193|6,219.0,0.0,,,1.0,734,688.0,YL,2016-04-14
2|98|30|141952|4,568.0,0.0,-35.0,27.0,3.0,88971,37053.0,LY,2014-08-25
2|98|30|141992|4,720.0,0.0,118.0,-125.0,4.0,88971,37053.0,LY,2014-10-09
2|98|30|14201|6,,,,,0.0,14214,11211.0,LY,2016-04-27
2|98|30|14211|6,285.0,49.0,,,1.0,14360,7663.0,LY,2016-04-20
2|98|30|14214|6,218.0,0.0,,,1.0,14360,7663.0,LY,2016-04-14
2|98|30|14223|6,252.0,0.0,,,1.0,1728,4036.0,Y,2016-04-20
2|98|30|14236|6,245.0,0.0,,,1.0,5080,11211.0,LY,2016-04-19
2|98|30|14259|6,249.0,0.0,,,1.0,9462,7663.0,L,2016-04-07
2|98|30|142692|5,481.0,131.0,116.0,-260.0,2.0,61573,3656.0,LY,2015-04-20
2|98|30|142822|4,797.0,46.0,-78.0,28.0,3.0,88971,68503.0,LY,2014-10-11
2|98|30|14284|6,263.0,33.0,,,1.0,9685,16066.0,Y,2016-04-06
2|98|30|142972|4,621.0,52.0,-80.0,26.0,3.0,88971,73963.0,LY,2014-08-25
2|98|30|142982|4,571.0,24.0,-55.0,27.0,3.0,88971,73963.0,LY,2014-08-25
2|98|30|143022|4,787.0,45.0,-84.0,34.0,4.0,671,50323.0,YL,2014-09-23
2|98|30|143042|4,673.0,0.0,-3.0,0.0,4.0,88971,73963.0,LY,2014-11-25
2|98|30|143072|4,412.0,0.0,-55.0,29.0,2.0,671,50323.0,YL,2014-10-08
2|98|30|143182|4,388.0,0.0,119.0,32.0,2.0,4351,38603.0,YL,2014-11-28
2|98|30|14324|6,243.0,0.0,,,1.0,5603,16066.0,YL,2016-04-05
2|98|30|14333|6,251.0,0.0,,,1.0,4977,16066.0,YL,2016-04-19
2|98|30|14334|6,236.0,0.0,,,1.0,4977,16066.0,YL,2016-04-20
2|98|30|143352|4,769.0,0.0,-33.0,26.0,4.0,4651,50803.0,YL,2014-10-08
2|98|30|143382|4,354.0,0.0,,,1.0,36561,7253.0,LY,2014-10-29
2|98|30|143442|4,754.0,0.0,-28.0,24.0,4.0,88971,78203.0,LY,2014-10-29
2|98|30|143652|4,687.0,0.0,-36.0,30.0,4.0,13351,42263.0,YL,2014-10-04
2|98|30|143682|4,845.0,0.0,-35.0,29.0,5.0,13351,42263.0,YL,2014-09-15
2|98|30|143702|4,789.0,0.0,-33.0,29.0,4.0,13351,42263.0,YL,2014-10-19
2|98|30|143752|4,640.0,90.0,-134.0,28.0,3.0,13351,42263.0,YL,2014-10-11
2|98|30|143802|4,745.0,0.0,-35.0,30.0,4.0,36743,948.0,LY,2014-11-20
2|98|30|143812|4,709.0,0.0,-33.0,29.0,4.0,36743,948.0,LY,2014-11-20
2|98|30|143822|4,309.0,50.0,,,1.0,36743,948.0,LY,2014-12-06
2|98|30|143962|4,693.0,0.0,117.0,28.0,4.0,88971,30213.0,LY,2014-10-17
2|98|30|143982|4,776.0,0.0,-45.0,28.0,4.0,36743,948.0,LY,2014-11-18
2|98|30|143992|4,679.0,0.0,116.0,-126.0,4.0,36743,948.0,LY,2014-11-20
2|98|30|14401|6,236.0,0.0,,,1.0,15056,15639.0,LY,2016-04-20
2|98|30|14404|6,,,,,0.0,15056,15639.0,LY,2016-04-20
2|98|30|144202|4,352.0,0.0,8.0,28.0,1.0,88971,48503.0,LY,2014-11-24
2|98|30|14421|6,227.0,0.0,,,1.0,443,5507.0,YL,2016-04-05
2|98|30|144212|4,346.0,89.0,,,1.0,36743,948.0,LY,2014-11-23
2|98|30|14422|6,228.0,0.0,,,1.0,443,5507.0,YL,2016-04-05
2|98|30|14423|6,263.0,24.0,,,1.0,443,5507.0,YL,2016-04-27
2|98|30|14425|6,236.0,0.0,,,1.0,443,5507.0,YL,2016-04-20
2|98|30|144332|4,580.0,0.0,112.0,0.0,2.0,4351,40383.0,YL,2014-09-23
2|98|30|144422|4,775.0,47.0,-83.0,32.0,4.0,13351,59673.0,YL,2014-10-10
2|98|30|144462|4,520.0,126.0,-164.0,32.0,2.0,13351,33473.0,YL,2014-09-10
2|98|30|144482|4,847.0,0.0,-33.0,27.0,5.0,13351,33473.0,YL,2014-09-13
2|98|30|144522|4,742.0,0.0,-33.0,28.0,4.0,13351,40263.0,LY,2014-10-11
2|98|30|144542|4,595.0,47.0,-80.0,29.0,3.0,88971,29283.0,LY,2014-10-13
2|98|30|144552|4,691.0,100.0,-118.0,14.0,3.0,88971,29283.0,LY,2014-10-16
2|98|30|144582|4,695.0,0.0,-29.0,0.0,3.0,13351,53843.0,YL,2014-09-10
2|98|30|144592|4,723.0,0.0,-29.0,26.0,4.0,13351,53843.0,LY,2014-10-19
2|98|30|144662|4,837.0,0.0,-48.0,27.0,4.0,4651,77723.0,LY,2014-09-22
2|98|30|14467|6,251.0,0.0,,,1.0,5554,4036.0,YL,2016-04-19
2|98|30|144692|4,397.0,0.0,-34.0,31.0,2.0,4351,49303.0,YL,2014-08-25
2|98|30|144732|4,712.0,0.0,117.0,-121.0,4.0,4351,80103.0,LY,2014-10-08
2|98|30|144742|4,737.0,0.0,-35.0,31.0,4.0,4351,80103.0,LY,2014-10-09
2|98|30|144752|4,778.0,76.0,-111.0,31.0,4.0,4351,80103.0,YL,2014-10-08
2|98|30|144762|4,605.0,28.0,-68.0,35.0,3.0,4351,80103.0,YL,2014-10-08
2|98|30|144782|4,355.0,0.0,,,1.0,13351,80333.0,YL,2014-10-10
2|98|30|144802|4,703.0,0.0,-33.0,29.0,3.0,36743,948.0,LY,2014-11-18
2|98|30|144832|4,862.0,0.0,-32.0,27.0,5.0,36561,293.0,LY,2014-09-17
2|98|30|144852|4,739.0,0.0,115.0,-120.0,4.0,36561,29.0,LY,2014-09-11
